5948,SDK关键行为监控,2023/5/10 0:23
5948,gameid5,2023/5/10 0:23
5948,usr_data_game_die,2023/5/10 0:23
5948,关闭应用,2023/5/10 0:23
5949,安装应用,2023/5/10 19:46
5949,开启应用,2023/5/10 19:46
5949,关闭应用,2023/5/10 19:46
5949,开启应用,2023/5/10 19:46
5949,updateflow,2023/5/10 19:46
5949,s_moudle_data_af_deeplink,2023/5/10 19:46
5949,updateflow,2023/5/10 19:47
5949,广告SDK初始化结果,2023/5/10 19:47
5949,updateflow,2023/5/10 19:47
5949,usr_data_install,2023/5/10 19:47
5949,updateflow,2023/5/10 19:47
5949,usr_data_AB,2023/5/10 19:47
5949,usr_data_type,2023/5/10 19:47
5949,s_moudle_data_af_conversion_success,2023/5/10 19:47
5949,usr_data_guide_1_start,2023/5/10 19:47
5949,usr_data_guide_1_end,2023/5/10 19:47
5949,usr_data_guide_2_start,2023/5/10 19:47
5949,usr_data_guide_2_end,2023/5/10 19:47
5949,usr_data_guide_3_start,2023/5/10 19:47
5949,usr_data_guide_3_end,2023/5/10 19:47
5949,usr_data_game_start,2023/5/10 19:47
5949,关闭应用,2023/5/10 19:48
5949,开启应用,2023/5/10 20:35
5949,关闭应用,2023/5/10 20:35
5949,开启应用,2023/5/10 21:42
5949,关闭应用,2023/5/10 21:42
5950,安装应用,2023/5/10 20:53
5950,开启应用,2023/5/10 20:53
5950,updateflow,2023/5/10 20:53
5950,updateflow,2023/5/10 20:53
5950,s_moudle_data_af_deeplink,2023/5/10 20:53
5950,广告SDK初始化结果,2023/5/10 20:53
5950,updateflow,2023/5/10 20:53
5950,usr_data_install,2023/5/10 20:53
5950,usr_data_AB,2023/5/10 20:53
5950,updateflow,2023/5/10 20:53
5950,usr_data_type,2023/5/10 20:53
5950,usr_data_guide_1_start,2023/5/10 20:53
5950,usr_data_guide_1_end,2023/5/10 20:53
5950,usr_data_guide_2_start,2023/5/10 20:53
5950,s_moudle_data_af_conversion_success,2023/5/10 20:53
5950,usr_data_guide_2_end,2023/5/10 20:53
5950,usr_data_guide_3_start,2023/5/10 20:53
5950,usr_data_guide_3_end,2023/5/10 20:53
5950,usr_data_game_start,2023/5/10 20:53
5950,usr_data_game_end,2023/5/10 20:56
5950,gameid1,2023/5/10 20:56
5950,usr_data_game_die,2023/5/10 20:56
5950,topsocre1000,2023/5/10 20:56
5950,usr_data_topscore,2023/5/10 20:56
5950,usr_data_end_next_click,2023/5/10 20:56
5950,usr_data_game_start,2023/5/10 20:56
5950,usr_data_game_end,2023/5/10 21:03
5950,gameid2,2023/5/10 21:03
5950,usr_data_game_die,2023/5/10 21:03
5950,topsocre1500,2023/5/10 21:03
5950,usr_data_topscore,2023/5/10 21:03
5950,关闭应用,2023/5/10 21:03
5951,安装应用,2023/5/10 10:37
5951,开启应用,2023/5/10 10:37
5951,updateflow,2023/5/10 10:37
5951,s_moudle_data_af_deeplink,2023/5/10 10:37
5951,updateflow,2023/5/10 10:37
5951,updateflow,2023/5/10 10:37
5951,usr_data_install,2023/5/10 10:37
5951,updateflow,2023/5/10 10:37
5951,usr_data_AB,2023/5/10 10:37
5951,usr_data_type,2023/5/10 10:37
5951,usr_data_guide_1_start,2023/5/10 10:37
5951,广告SDK初始化结果,2023/5/10 10:37
5951,s_moudle_data_af_conversion_success,2023/5/10 10:37
5951,usr_data_guide_1_end,2023/5/10 10:37
5951,usr_data_guide_2_start,2023/5/10 10:37
5951,usr_data_guide_2_end,2023/5/10 10:37
5951,usr_data_guide_3_start,2023/5/10 10:37
5951,usr_data_guide_3_end,2023/5/10 10:37
5951,usr_data_game_start,2023/5/10 10:37
5951,usr_data_game_end,2023/5/10 10:41
5951,gameid1,2023/5/10 10:41
5951,usr_data_game_die,2023/5/10 10:41
5951,usr_data_topscore,2023/5/10 10:41
5951,topsocre1500,2023/5/10 10:41
5951,usr_data_end_next_click,2023/5/10 10:41
5951,usr_data_game_start,2023/5/10 10:41
5951,usr_data_game_end,2023/5/10 10:46
5951,gameid2,2023/5/10 10:46
5951,usr_data_game_die,2023/5/10 10:46
5951,usr_data_topscore,2023/5/10 10:46
5951,关闭应用,2023/5/10 10:46
5951,开启应用,2023/5/10 10:50
5951,usr_data_end_next_click,2023/5/10 10:50
5951,usr_data_game_start,2023/5/10 10:50
5951,usr_data_game_end,2023/5/10 10:56
5951,gameid3,2023/5/10 10:56
5951,usr_data_game_die,2023/5/10 10:56
5951,usr_data_topscore,2023/5/10 10:56
5951,usr_data_end_next_click,2023/5/10 10:56
5951,usr_data_game_start,2023/5/10 10:56
5951,usr_data_show_comment,2023/5/10 10:56
5951,usr_data_close_comment,2023/5/10 10:56
5951,关闭应用,2023/5/10 10:58
5951,开启应用,2023/5/10 13:40
5951,updateflow,2023/5/10 13:40
5951,updateflow,2023/5/10 13:40
5951,s_moudle_data_af_conversion_success,2023/5/10 13:40
5951,updateflow,2023/5/10 13:40
5951,usr_data_type,2023/5/10 13:40
5951,广告SDK初始化结果,2023/5/10 13:40
5951,travelBtn,2023/5/10 13:40
5951,usr_data_game_end,2023/5/10 13:44
5951,gameid4,2023/5/10 13:44
5951,usr_data_game_die,2023/5/10 13:44
5951,usr_data_topscore,2023/5/10 13:44
5951,SDK监控游戏请求展示广告,2023/5/10 13:44
