访客ID,事件名称,事件时间
55,usr_data_guide_1_start,2023/5/10 0:49
55,usr_data_guide_1_end,2023/5/10 0:49
55,usr_data_guide_2_start,2023/5/10 0:49
55,usr_data_guide_2_end,2023/5/10 0:49
55,usr_data_guide_3_start,2023/5/10 0:49
55,usr_data_game_start,2023/5/10 0:49
55,usr_data_guide_3_end,2023/5/10 0:49
55,usr_data_game_end,2023/5/10 0:50
55,gameid1,2023/5/10 0:50
55,usr_data_game_die,2023/5/10 0:50
55,usr_data_topscore,2023/5/10 0:50
55,topsocre700,2023/5/10 0:50
55,usr_data_end_next_click,2023/5/10 0:50
55,usr_data_game_start,2023/5/10 0:50
55,usr_data_game_end,2023/5/10 0:53
55,gameid2,2023/5/10 0:53
55,usr_data_game_die,2023/5/10 0:53
55,topsocre1000,2023/5/10 0:53
55,usr_data_topscore,2023/5/10 0:53
55,usr_data_end_next_click,2023/5/10 0:53
55,usr_data_game_start,2023/5/10 0:53
55,usr_data_game_end,2023/5/10 0:55
55,gameid3,2023/5/10 0:55
55,usr_data_game_die,2023/5/10 0:55
55,usr_data_topscore,2023/5/10 0:55
55,topsocre1200,2023/5/10 0:55
55,usr_data_end_next_click,2023/5/10 0:55
55,usr_data_game_start,2023/5/10 0:55
55,usr_data_show_comment,2023/5/10 0:55
55,usr_data_close_comment,2023/5/10 0:55
55,usr_data_game_end,2023/5/10 0:57
55,gameid4,2023/5/10 0:57
55,usr_data_game_die,2023/5/10 0:57
55,SDK监控游戏请求展示广告,2023/5/10 0:57
55,Max实时收益,2023/5/10 0:57
55,show成功,2023/5/10 0:57
55,SDK监控广告关闭,2023/5/10 0:57
55,usr_data_end_next_click,2023/5/10 0:57
55,usr_data_game_start,2023/5/10 0:57
55,usr_data_game_end,2023/5/10 0:58
55,gameid5,2023/5/10 0:58
55,SDK关键行为监控,2023/5/10 0:58
55,usr_data_game_die,2023/5/10 0:58
55,SDK监控游戏请求展示广告,2023/5/10 0:58
55,Max实时收益,2023/5/10 0:58
55,show成功,2023/5/10 0:58
55,SDK监控广告被点击,2023/5/10 0:59
55,SDK监控广告关闭,2023/5/10 0:59
55,usr_data_end_next_click,2023/5/10 0:59
55,usr_data_game_start,2023/5/10 0:59
55,SDK监控游戏请求展示广告,2023/5/10 1:03
55,Max实时收益,2023/5/10 1:03
55,show成功,2023/5/10 1:03
55,SDK监控广告被点击,2023/5/10 1:03
55,SDK监控广告关闭,2023/5/10 1:03
55,usr_data_ad,2023/5/10 1:03
55,usr_data_game_end,2023/5/10 1:05
55,usr_data_game_die,2023/5/10 1:05
55,topsocre1500,2023/5/10 1:05
55,usr_data_topscore,2023/5/10 1:05
55,SDK监控游戏请求展示广告,2023/5/10 1:05
55,关闭应用,2023/5/10 1:05
56,安装应用,2023/5/10 11:05
56,开启应用,2023/5/10 11:05
56,updateflow,2023/5/10 11:05
56,updateflow,2023/5/10 11:05
56,updateflow,2023/5/10 11:05
56,usr_data_install,2023/5/10 11:05
56,usr_data_AB,2023/5/10 11:05
56,updateflow,2023/5/10 11:05
56,usr_data_type,2023/5/10 11:05
56,usr_data_guide_1_start,2023/5/10 11:06
56,s_moudle_data_af_deeplink,2023/5/10 11:06
56,广告SDK初始化结果,2023/5/10 11:06
56,usr_data_guide_1_end,2023/5/10 11:06
56,usr_data_guide_2_start,2023/5/10 11:06
56,usr_data_guide_2_end,2023/5/10 11:06
56,usr_data_guide_3_start,2023/5/10 11:06
56,usr_data_guide_3_end,2023/5/10 11:06
56,usr_data_game_start,2023/5/10 11:06
56,s_moudle_data_af_conversion_success,2023/5/10 11:06
56,关闭应用,2023/5/10 11:11
57,安装应用,2023/5/10 2:14
57,开启应用,2023/5/10 2:14
57,updateflow,2023/5/10 2:14
57,updateflow,2023/5/10 2:14
57,s_moudle_data_af_deeplink,2023/5/10 2:14
57,updateflow,2023/5/10 2:14
57,usr_data_install,2023/5/10 2:14
57,usr_data_AB,2023/5/10 2:14
57,updateflow,2023/5/10 2:14
57,usr_data_type,2023/5/10 2:14
57,usr_data_guide_1_start,2023/5/10 2:14
57,广告SDK初始化结果,2023/5/10 2:14
57,s_moudle_data_af_conversion_success,2023/5/10 2:14
57,usr_data_guide_1_end,2023/5/10 2:14
57,usr_data_guide_2_start,2023/5/10 2:14
57,usr_data_guide_2_end,2023/5/10 2:14
57,usr_data_guide_3_start,2023/5/10 2:14
57,usr_data_guide_3_end,2023/5/10 2:14
57,usr_data_game_start,2023/5/10 2:14
57,关闭应用,2023/5/10 2:23
57,开启应用,2023/5/10 2:23
57,updateflow,2023/5/10 2:23
57,updateflow,2023/5/10 2:23
57,updateflow,2023/5/10 2:23
57,s_moudle_data_af_conversion_success,2023/5/10 2:23
57,usr_data_type,2023/5/10 2:23
57,广告SDK初始化结果,2023/5/10 2:23
57,usr_data_game_end,2023/5/10 2:24
57,gameid1,2023/5/10 2:24
57,usr_data_game_die,2023/5/10 2:24
57,usr_data_topscore,2023/5/10 2:24
57,topsocre1200,2023/5/10 2:24
57,usr_data_end_next_click,2023/5/10 2:24
57,usr_data_game_start,2023/5/10 2:24
57,关闭应用,2023/5/10 2:26
57,开启应用,2023/5/10 2:26
57,usr_data_game_end,2023/5/10 2:30
57,gameid2,2023/5/10 2:30
57,usr_data_game_die,2023/5/10 2:30
57,topsocre1500,2023/5/10 2:30
57,usr_data_topscore,2023/5/10 2:30
57,usr_data_end_next_click,2023/5/10 2:30
57,usr_data_game_start,2023/5/10 2:30
57,usr_data_game_end,2023/5/10 2:35
57,gameid3,2023/5/10 2:35
57,usr_data_game_die,2023/5/10 2:35
57,usr_data_end_next_click,2023/5/10 2:35
57,usr_data_game_start,2023/5/10 2:35
57,usr_data_show_comment,2023/5/10 2:35
57,usr_data_close_comment,2023/5/10 2:35
57,usr_data_game_end,2023/5/10 2:37
57,gameid4,2023/5/10 2:37
57,usr_data_game_die,2023/5/10 2:37
57,SDK监控游戏请求展示广告,2023/5/10 2:37
57,Max实时收益,2023/5/10 2:37
57,show成功,2023/5/10 2:37
57,SDK监控广告关闭,2023/5/10 2:38
57,usr_data_end_next_click,2023/5/10 2:38
57,usr_data_game_start,2023/5/10 2:38
57,usr_data_game_end,2023/5/10 2:42
57,gameid5,2023/5/10 2:42
57,SDK关键行为监控,2023/5/10 2:42
57,usr_data_game_die,2023/5/10 2:42
57,SDK监控游戏请求展示广告,2023/5/10 2:42
57,Max实时收益,2023/5/10 2:42
57,show成功,2023/5/10 2:42
57,SDK监控广告被点击,2023/5/10 2:42
57,SDK监控广告关闭,2023/5/10 2:42
57,usr_data_end_next_click,2023/5/10 2:42
57,usr_data_game_start,2023/5/10 2:42
57,usr_data_game_end,2023/5/10 2:49
57,usr_data_game_die,2023/5/10 2:49
57,SDK监控游戏请求展示广告,2023/5/10 2:49
57,Max实时收益,2023/5/10 2:49
57,show成功,2023/5/10 2:49
57,SDK监控广告被点击,2023/5/10 2:49
57,SDK监控广告被点击,2023/5/10 2:49
57,SDK监控广告被点击,2023/5/10 2:49
57,SDK监控广告被点击,2023/5/10 2:49
57,SDK监控广告被点击,2023/5/10 2:49
57,SDK监控广告关闭,2023/5/10 2:49
57,usr_data_end_next_click,2023/5/10 2:49
57,usr_data_game_start,2023/5/10 2:49
57,关闭应用,2023/5/10 2:50
57,SDK监控游戏请求展示广告,2023/5/10 2:54
57,开启应用,2023/5/10 2:54
57,Max实时收益,2023/5/10 2:54
57,show成功,2023/5/10 2:54
57,SDK监控广告关闭,2023/5/10 2:55
57,travelBtn,2023/5/10 2:55
57,usr_data_journey_download,2023/5/10 2:55
57,usr_data_journey_download,2023/5/10 2:55
57,usr_data_journey_download,2023/5/10 2:55
57,usr_data_chapter_time,2023/5/10 2:55
57,usr_data_game_start,2023/5/10 2:55
57,usr_data_game_end,2023/5/10 2:56
57,usr_data_game_start,2023/5/10 2:56
57,usr_data_game_end,2023/5/10 2:56
57,travelBtn,2023/5/10 2:56
57,usr_data_game_start,2023/5/10 2:56
57,SDK监控游戏请求展示广告,2023/5/10 3:05
57,Max实时收益,2023/5/10 3:05
57,show成功,2023/5/10 3:05
57,SDK监控广告关闭,2023/5/10 3:06
57,usr_data_ad,2023/5/10 3:06
57,usr_data_game_end,2023/5/10 3:08
57,SDK关键行为监控,2023/5/10 3:08
57,SDK关键行为监控,2023/5/10 3:08
57,usr_data_game_die,2023/5/10 3:08
57,usr_data_topscore,2023/5/10 3:08
57,SDK监控游戏请求展示广告,2023/5/10 3:08
57,Max实时收益,2023/5/10 3:08
57,SDK关键行为监控,2023/5/10 3:08
57,SDK关键行为监控,2023/5/10 3:08
57,SDK关键行为监控,2023/5/10 3:08
57,show成功,2023/5/10 3:08
57,SDK监控广告关闭,2023/5/10 3:09
57,usr_data_end_next_click,2023/5/10 3:09
57,usr_data_game_start,2023/5/10 3:09
57,usr_data_game_end,2023/5/10 3:12
57,SDK监控游戏请求展示广告,2023/5/10 3:12
57,Max实时收益,2023/5/10 3:12
57,show成功,2023/5/10 3:12
57,SDK监控广告被点击,2023/5/10 3:12
57,SDK监控广告被点击,2023/5/10 3:12
57,关闭应用,2023/5/10 3:12
57,开启应用,2023/5/10 14:29
57,SDK监控广告被点击,2023/5/10 14:29
57,SDK监控广告关闭,2023/5/10 14:29
57,travelBtn,2023/5/10 14:30
57,SDK监控游戏请求展示广告,2023/5/10 14:30
57,Max实时收益,2023/5/10 14:30
57,show成功,2023/5/10 14:30
57,SDK监控广告关闭,2023/5/10 14:31
57,SDK监控游戏请求展示广告,2023/5/10 14:40
57,Max实时收益,2023/5/10 14:40
57,show成功,2023/5/10 14:40
57,SDK监控广告被点击,2023/5/10 14:40
57,SDK监控广告被点击,2023/5/10 14:41
57,SDK监控广告被点击,2023/5/10 14:41
57,SDK监控广告关闭,2023/5/10 14:41
57,usr_data_ad,2023/5/10 14:41
57,SDK监控游戏请求展示广告,2023/5/10 14:42
57,Max实时收益,2023/5/10 14:42
57,show成功,2023/5/10 14:42
57,SDK监控广告关闭,2023/5/10 14:44
57,usr_data_ad,2023/5/10 14:44
57,usr_data_game_end,2023/5/10 14:46
57,gameid8,2023/5/10 14:46
57,usr_data_topscore,2023/5/10 14:46
57,usr_data_game_die,2023/5/10 14:46
57,SDK监控游戏请求展示广告,2023/5/10 14:47
57,Max实时收益,2023/5/10 14:47
57,show成功,2023/5/10 14:47
57,关闭应用,2023/5/10 14:47
57,开启应用,2023/5/10 15:05
57,SDK监控广告关闭,2023/5/10 15:05
57,usr_data_end_next_click,2023/5/10 15:05
57,usr_data_game_start,2023/5/10 15:05
57,usr_data_game_end,2023/5/10 15:09
57,gameid9,2023/5/10 15:09
57,usr_data_game_die,2023/5/10 15:09
57,SDK监控游戏请求展示广告,2023/5/10 15:09
57,Max实时收益,2023/5/10 15:09
57,show成功,2023/5/10 15:09
57,SDK监控广告被点击,2023/5/10 15:10
57,SDK监控广告被点击,2023/5/10 15:10
57,关闭应用,2023/5/10 15:15
57,开启应用,2023/5/10 15:50
57,关闭应用,2023/5/10 15:51
57,开启应用,2023/5/10 22:44
57,SDK监控广告关闭,2023/5/10 22:44
57,usr_data_end_next_click,2023/5/10 22:44
57,usr_data_game_start,2023/5/10 22:44
57,usr_data_game_end,2023/5/10 22:53
57,gameid10,2023/5/10 22:53
57,usr_data_game_die,2023/5/10 22:53
57,SDK监控游戏请求展示广告,2023/5/10 22:53
57,Max实时收益,2023/5/10 22:53
57,show成功,2023/5/10 22:53
57,SDK监控广告被点击,2023/5/10 22:54
57,SDK监控广告被点击,2023/5/10 22:54
57,SDK监控广告关闭,2023/5/10 22:54
57,usr_data_end_next_click,2023/5/10 22:54
57,usr_data_game_start,2023/5/10 22:54
57,SDK监控游戏请求展示广告,2023/5/10 23:03
57,Max实时收益,2023/5/10 23:03
57,show成功,2023/5/10 23:03
57,SDK监控广告被点击,2023/5/10 23:04
57,SDK监控广告被点击,2023/5/10 23:04
57,SDK监控广告关闭,2023/5/10 23:04
57,usr_data_ad,2023/5/10 23:04
57,SDK监控游戏请求展示广告,2023/5/10 23:13
57,Max实时收益,2023/5/10 23:13
57,show成功,2023/5/10 23:13
57,SDK监控广告被点击,2023/5/10 23:14
57,SDK监控广告关闭,2023/5/10 23:14
57,usr_data_ad,2023/5/10 23:14
57,usr_data_game_end,2023/5/10 23:15
57,usr_data_game_die,2023/5/10 23:15
57,usr_data_topscore,2023/5/10 23:15
57,SDK监控游戏请求展示广告,2023/5/10 23:15
57,Max实时收益,2023/5/10 23:15
57,show成功,2023/5/10 23:15
57,SDK监控广告被点击,2023/5/10 23:15
57,SDK监控广告被点击,2023/5/10 23:15
57,SDK监控广告关闭,2023/5/10 23:16
57,usr_data_end_next_click,2023/5/10 23:16
57,usr_data_game_start,2023/5/10 23:16
57,usr_data_game_end,2023/5/10 23:22
57,gameid12,2023/5/10 23:22
57,usr_data_game_die,2023/5/10 23:22
57,SDK监控游戏请求展示广告,2023/5/10 23:22
57,Max实时收益,2023/5/10 23:22
57,show成功,2023/5/10 23:22
57,SDK监控广告被点击,2023/5/10 23:22
57,SDK监控广告关闭,2023/5/10 23:22
57,usr_data_end_next_click,2023/5/10 23:22
57,usr_data_game_start,2023/5/10 23:22
57,usr_data_game_end,2023/5/10 23:26
57,usr_data_game_die,2023/5/10 23:26
57,SDK监控游戏请求展示广告,2023/5/10 23:26
57,Max实时收益,2023/5/10 23:26
57,show成功,2023/5/10 23:26
57,SDK监控广告被点击,2023/5/10 23:26
57,关闭应用,2023/5/10 23:26
58,安装应用,2023/5/10 18:21
58,开启应用,2023/5/10 18:21
58,updateflow,2023/5/10 18:21
58,s_moudle_data_af_deeplink,2023/5/10 18:21
58,updateflow,2023/5/10 18:21
58,updateflow,2023/5/10 18:21
58,usr_data_install,2023/5/10 18:21
58,usr_data_AB,2023/5/10 18:21
58,updateflow,2023/5/10 18:21
58,usr_data_type,2023/5/10 18:21
58,usr_data_guide_1_start,2023/5/10 18:21
58,s_moudle_data_af_conversion_success,2023/5/10 18:21
58,广告SDK初始化结果,2023/5/10 18:21
58,usr_data_guide_1_end,2023/5/10 18:22
58,usr_data_guide_2_start,2023/5/10 18:22
58,usr_data_guide_2_end,2023/5/10 18:22
58,usr_data_guide_3_start,2023/5/10 18:22
58,usr_data_guide_3_end,2023/5/10 18:22
58,usr_data_game_start,2023/5/10 18:22
58,usr_data_game_end,2023/5/10 18:25
58,gameid1,2023/5/10 18:25
58,usr_data_game_die,2023/5/10 18:25
58,usr_data_topscore,2023/5/10 18:25
58,topsocre1500,2023/5/10 18:25
58,usr_data_end_next_click,2023/5/10 18:25
58,usr_data_game_start,2023/5/10 18:25
58,usr_data_game_end,2023/5/10 18:30
58,gameid2,2023/5/10 18:30
58,usr_data_game_die,2023/5/10 18:30
58,usr_data_topscore,2023/5/10 18:30
58,usr_data_end_next_click,2023/5/10 18:30
58,usr_data_game_start,2023/5/10 18:30
58,usr_data_game_end,2023/5/10 18:33
58,gameid3,2023/5/10 18:33
58,usr_data_game_die,2023/5/10 18:33
58,usr_data_end_next_click,2023/5/10 18:33
58,usr_data_game_start,2023/5/10 18:33
58,usr_data_game_end,2023/5/10 18:36
58,gameid4,2023/5/10 18:36
58,usr_data_game_die,2023/5/10 18:36
58,SDK监控游戏请求展示广告,2023/5/10 18:36
58,Max实时收益,2023/5/10 18:36
58,show成功,2023/5/10 18:36
58,SDK监控广告关闭,2023/5/10 18:37
58,usr_data_end_next_click,2023/5/10 18:37
58,usr_data_game_start,2023/5/10 18:37
58,usr_data_game_end,2023/5/10 18:39
58,gameid5,2023/5/10 18:39
58,SDK关键行为监控,2023/5/10 18:39
58,usr_data_game_die,2023/5/10 18:39
58,SDK监控游戏请求展示广告,2023/5/10 18:39
58,Max实时收益,2023/5/10 18:39
58,show成功,2023/5/10 18:39
58,关闭应用,2023/5/10 18:39
59,安装应用,2023/5/10 19:57
59,开启应用,2023/5/10 19:57
59,updateflow,2023/5/10 19:57
59,updateflow,2023/5/10 19:57
59,updateflow,2023/5/10 19:57
59,usr_data_install,2023/5/10 19:57
59,usr_data_AB,2023/5/10 19:57
59,updateflow,2023/5/10 19:57
59,usr_data_type,2023/5/10 19:57
59,s_moudle_data_af_deeplink,2023/5/10 19:57
59,usr_data_guide_1_start,2023/5/10 19:57
59,广告SDK初始化结果,2023/5/10 19:57
59,s_moudle_data_af_conversion_success,2023/5/10 19:57
59,usr_data_guide_1_end,2023/5/10 19:57
59,usr_data_guide_2_start,2023/5/10 19:57
59,usr_data_guide_2_end,2023/5/10 19:57
59,usr_data_guide_3_start,2023/5/10 19:57
59,usr_data_guide_3_end,2023/5/10 19:57
59,usr_data_game_start,2023/5/10 19:57
59,usr_data_game_end,2023/5/10 20:00
59,gameid1,2023/5/10 20:00
59,usr_data_game_die,2023/5/10 20:00
59,topsocre1500,2023/5/10 20:00
59,usr_data_topscore,2023/5/10 20:00
59,usr_data_end_next_click,2023/5/10 20:00
59,usr_data_game_start,2023/5/10 20:00
59,usr_data_game_end,2023/5/10 20:02
59,gameid2,2023/5/10 20:02
59,usr_data_game_die,2023/5/10 20:02
59,usr_data_end_next_click,2023/5/10 20:02
59,usr_data_game_start,2023/5/10 20:02
59,usr_data_game_end,2023/5/10 20:06
59,gameid3,2023/5/10 20:06
59,usr_data_game_die,2023/5/10 20:06
59,关闭应用,2023/5/10 20:06
59,开启应用,2023/5/10 20:28
59,updateflow,2023/5/10 20:28
59,updateflow,2023/5/10 20:28
59,updateflow,2023/5/10 20:28
59,usr_data_type,2023/5/10 20:28
59,s_moudle_data_af_conversion_success,2023/5/10 20:28
59,广告SDK初始化结果,2023/5/10 20:28
59,travelBtn,2023/5/10 20:28
59,usr_data_journey_download,2023/5/10 20:28
59,usr_data_journey_download,2023/5/10 20:28
59,usr_data_journey_download,2023/5/10 20:28
59,usr_data_chapter_time,2023/5/10 20:28
59,usr_data_game_start,2023/5/10 20:28
59,usr_data_game_end,2023/5/10 20:30
59,usr_data_game_start,2023/5/10 20:30
59,usr_data_AB_Act,2023/5/10 20:30
59,startPreLoad,2023/5/10 20:30
59,preLoadCallback,2023/5/10 20:30
59,usr_data_game_end,2023/5/10 20:34
59,usr_data_game_start,2023/5/10 20:34
59,关闭应用,2023/5/10 20:34
59,开启应用,2023/5/10 20:35
59,updateflow,2023/5/10 20:35
59,updateflow,2023/5/10 20:35
59,updateflow,2023/5/10 20:35
59,s_moudle_data_af_conversion_success,2023/5/10 20:35
59,usr_data_type,2023/5/10 20:35
59,广告SDK初始化结果,2023/5/10 20:35
59,travelBtn,2023/5/10 20:35
59,usr_data_chapter_time,2023/5/10 20:35
59,usr_data_game_start,2023/5/10 20:35
59,usr_data_game_end,2023/5/10 20:38
59,SDK监控游戏请求展示广告,2023/5/10 20:38
59,Max实时收益,2023/5/10 20:38
59,show成功,2023/5/10 20:38
59,SDK监控广告关闭,2023/5/10 20:38
59,usr_data_game_start,2023/5/10 20:38
59,关闭应用,2023/5/10 20:41
60,安装应用,2023/5/10 0:56
60,开启应用,2023/5/10 0:56
60,updateflow,2023/5/10 0:56
60,s_moudle_data_af_deeplink,2023/5/10 0:56
60,updateflow,2023/5/10 0:56
60,usr_data_install,2023/5/10 0:56
60,usr_data_AB,2023/5/10 0:56
60,updateflow,2023/5/10 0:56
60,usr_data_type,2023/5/10 0:56
60,usr_data_guide_1_start,2023/5/10 0:56
60,广告SDK初始化结果,2023/5/10 0:56
60,s_moudle_data_af_conversion_success,2023/5/10 0:56
60,usr_data_guide_1_end,2023/5/10 0:56
60,usr_data_guide_2_start,2023/5/10 0:56
60,usr_data_guide_2_end,2023/5/10 0:56
60,usr_data_guide_3_start,2023/5/10 0:56
60,usr_data_game_start,2023/5/10 0:56
60,usr_data_guide_3_end,2023/5/10 0:56
60,usr_data_game_end,2023/5/10 0:59
60,gameid1,2023/5/10 0:59
60,usr_data_game_die,2023/5/10 0:59
60,topsocre1200,2023/5/10 0:59
60,usr_data_topscore,2023/5/10 0:59
60,usr_data_end_next_click,2023/5/10 0:59
60,usr_data_game_start,2023/5/10 0:59
60,usr_data_game_end,2023/5/10 1:02
60,gameid2,2023/5/10 1:02
60,usr_data_game_die,2023/5/10 1:02
60,usr_data_topscore,2023/5/10 1:02
60,usr_data_end_next_click,2023/5/10 1:02
60,usr_data_game_start,2023/5/10 1:02
60,usr_data_game_end,2023/5/10 1:05
60,gameid3,2023/5/10 1:05
60,usr_data_game_die,2023/5/10 1:05
60,usr_data_end_next_click,2023/5/10 1:05
60,usr_data_game_start,2023/5/10 1:05
60,usr_data_show_comment,2023/5/10 1:05
60,usr_data_close_comment,2023/5/10 1:05
60,usr_data_game_end,2023/5/10 1:07
60,gameid4,2023/5/10 1:07
60,usr_data_game_die,2023/5/10 1:07
60,SDK监控游戏请求展示广告,2023/5/10 1:07
60,Max实时收益,2023/5/10 1:07
60,show成功,2023/5/10 1:07
60,关闭应用,2023/5/10 1:07
60,开启应用,2023/5/10 1:07
60,SDK监控广告被点击,2023/5/10 1:07
60,关闭应用,2023/5/10 1:07
60,开启应用,2023/5/10 9:23
60,updateflow,2023/5/10 9:23
60,usr_data_type,2023/5/10 9:23
60,s_moudle_data_af_conversion_success,2023/5/10 9:23
60,广告SDK初始化结果,2023/5/10 9:23
60,travelBtn,2023/5/10 9:23
60,usr_data_game_start,2023/5/10 9:23
60,usr_data_game_end,2023/5/10 9:24
60,SDK关键行为监控,2023/5/10 9:24
60,gameid5,2023/5/10 9:24
60,usr_data_game_die,2023/5/10 9:24
60,SDK监控游戏请求展示广告,2023/5/10 9:24
60,Max实时收益,2023/5/10 9:24
60,show成功,2023/5/10 9:24
60,关闭应用,2023/5/10 9:26
60,开启应用,2023/5/10 9:31
60,关闭应用,2023/5/10 9:31
60,开启应用,2023/5/10 9:36
60,关闭应用,2023/5/10 9:36
61,安装应用,2023/5/10 3:12
61,开启应用,2023/5/10 3:12
61,updateflow,2023/5/10 3:12
61,s_moudle_data_af_deeplink,2023/5/10 3:12
61,updateflow,2023/5/10 3:12
61,usr_data_install,2023/5/10 3:12
61,usr_data_AB,2023/5/10 3:12
61,updateflow,2023/5/10 3:12
61,usr_data_type,2023/5/10 3:12
61,usr_data_guide_1_start,2023/5/10 3:12
61,updateflow,2023/5/10 3:12
61,广告SDK初始化结果,2023/5/10 3:12
61,s_moudle_data_af_conversion_success,2023/5/10 3:12
61,usr_data_guide_1_end,2023/5/10 3:12
61,usr_data_guide_2_start,2023/5/10 3:12
61,usr_data_guide_2_end,2023/5/10 3:12
61,usr_data_guide_3_start,2023/5/10 3:12
61,usr_data_guide_3_end,2023/5/10 3:12
61,usr_data_game_start,2023/5/10 3:12
61,usr_data_game_end,2023/5/10 3:16
61,gameid1,2023/5/10 3:16
61,usr_data_game_die,2023/5/10 3:16
61,usr_data_topscore,2023/5/10 3:16
61,topsocre1500,2023/5/10 3:16
61,usr_data_end_next_click,2023/5/10 3:16
61,usr_data_game_start,2023/5/10 3:16
61,usr_data_game_end,2023/5/10 3:24
61,SDK关键行为监控,2023/5/10 3:24
61,gameid2,2023/5/10 3:24
61,usr_data_topscore,2023/5/10 3:24
61,usr_data_game_die,2023/5/10 3:24
61,usr_data_end_next_click,2023/5/10 3:24
61,usr_data_game_start,2023/5/10 3:24
61,usr_data_game_end,2023/5/10 3:28
61,gameid3,2023/5/10 3:28
61,usr_data_game_die,2023/5/10 3:28
61,usr_data_end_next_click,2023/5/10 3:28
61,usr_data_game_start,2023/5/10 3:28
61,usr_data_show_comment,2023/5/10 3:28
61,usr_data_close_comment,2023/5/10 3:28
61,usr_data_game_end,2023/5/10 3:33
61,gameid4,2023/5/10 3:33
61,usr_data_game_die,2023/5/10 3:33
61,SDK监控游戏请求展示广告,2023/5/10 3:33
61,Max实时收益,2023/5/10 3:33
61,show成功,2023/5/10 3:33
61,SDK监控广告关闭,2023/5/10 3:33
61,usr_data_end_next_click,2023/5/10 3:33
61,usr_data_game_start,2023/5/10 3:33
61,usr_data_game_end,2023/5/10 3:39
61,SDK关键行为监控,2023/5/10 3:39
61,gameid5,2023/5/10 3:39
61,usr_data_game_die,2023/5/10 3:39
61,SDK监控游戏请求展示广告,2023/5/10 3:39
61,Max实时收益,2023/5/10 3:39
61,show成功,2023/5/10 3:39
61,SDK监控广告关闭,2023/5/10 3:40
61,usr_data_end_next_click,2023/5/10 3:40
61,usr_data_game_start,2023/5/10 3:40
61,SDK监控游戏请求展示广告,2023/5/10 3:42
61,Max实时收益,2023/5/10 3:42
61,show成功,2023/5/10 3:42
61,SDK监控广告关闭,2023/5/10 3:44
61,usr_data_ad,2023/5/10 3:44
61,SDK监控游戏请求展示广告,2023/5/10 3:45
61,Max实时收益,2023/5/10 3:45
61,show成功,2023/5/10 3:45
61,SDK监控广告被点击,2023/5/10 3:45
61,SDK监控广告关闭,2023/5/10 3:46
61,usr_data_ad,2023/5/10 3:46
61,usr_data_game_end,2023/5/10 3:46
61,usr_data_game_die,2023/5/10 3:46
61,SDK监控游戏请求展示广告,2023/5/10 3:46
61,Max实时收益,2023/5/10 3:46
61,show成功,2023/5/10 3:46
61,关闭应用,2023/5/10 3:46
61,开启应用,2023/5/10 13:54
61,updateflow,2023/5/10 13:54
61,s_moudle_data_af_conversion_success,2023/5/10 13:54
61,updateflow,2023/5/10 13:54
61,updateflow,2023/5/10 13:54
61,广告SDK初始化结果,2023/5/10 13:54
61,usr_data_type,2023/5/10 13:54
61,关闭应用,2023/5/10 13:56
61,开启应用,2023/5/10 14:04
61,travelBtn,2023/5/10 14:05
61,usr_data_game_start,2023/5/10 14:05
61,usr_data_game_end,2023/5/10 14:09
61,SDK关键行为监控,2023/5/10 14:09
61,SDK关键行为监控,2023/5/10 14:09
61,usr_data_game_die,2023/5/10 14:09
61,SDK监控游戏请求展示广告,2023/5/10 14:09
61,Max实时收益,2023/5/10 14:09
61,show成功,2023/5/10 14:09
61,SDK监控广告关闭,2023/5/10 14:09
61,usr_data_end_next_click,2023/5/10 14:09
61,usr_data_game_start,2023/5/10 14:09
61,关闭应用,2023/5/10 14:13
61,SDK监控游戏请求展示广告,2023/5/10 14:23
61,开启应用,2023/5/10 14:23
61,Max实时收益,2023/5/10 14:23
61,SDK关键行为监控,2023/5/10 14:23
61,SDK关键行为监控,2023/5/10 14:23
61,show成功,2023/5/10 14:23
61,SDK监控广告被点击,2023/5/10 14:24
61,SDK监控广告关闭,2023/5/10 14:24
61,SDK监控游戏请求展示广告,2023/5/10 14:24
61,Max实时收益,2023/5/10 14:24
61,show成功,2023/5/10 14:24
61,SDK监控广告关闭,2023/5/10 14:26
61,usr_data_ad,2023/5/10 14:26
61,SDK监控游戏请求展示广告,2023/5/10 14:27
61,Max实时收益,2023/5/10 14:27
61,show成功,2023/5/10 14:27
61,SDK监控广告被点击,2023/5/10 14:27
61,SDK监控广告被点击,2023/5/10 14:27
61,SDK监控广告关闭,2023/5/10 14:28
61,usr_data_ad,2023/5/10 14:28
61,usr_data_game_end,2023/5/10 14:32
61,gameid8,2023/5/10 14:32
61,usr_data_game_die,2023/5/10 14:32
61,SDK监控游戏请求展示广告,2023/5/10 14:32
61,Max实时收益,2023/5/10 14:32
61,show成功,2023/5/10 14:32
61,SDK监控广告被点击,2023/5/10 14:32
61,SDK监控广告被点击,2023/5/10 14:33
61,SDK监控广告关闭,2023/5/10 14:33
61,usr_data_end_next_click,2023/5/10 14:33
61,usr_data_game_start,2023/5/10 14:33
61,关闭应用,2023/5/10 14:38
61,SDK监控游戏请求展示广告,2023/5/10 14:41
61,开启应用,2023/5/10 14:41
61,Max实时收益,2023/5/10 14:41
61,show成功,2023/5/10 14:41
61,SDK监控广告关闭,2023/5/10 14:42
61,SDK监控游戏请求展示广告,2023/5/10 14:42
61,Max实时收益,2023/5/10 14:42
61,show成功,2023/5/10 14:42
