访客ID,事件名称,事件时间
232,开启应用,2023/5/10 18:21
232,updateflow,2023/5/10 18:21
232,s_moudle_data_af_conversion_success,2023/5/10 18:21
232,updateflow,2023/5/10 18:21
232,updateflow,2023/5/10 18:21
232,usr_data_type,2023/5/10 18:21
232,广告SDK初始化结果,2023/5/10 18:21
232,travelBtn,2023/5/10 18:21
232,usr_data_journey_download,2023/5/10 18:21
232,usr_data_journey_download,2023/5/10 18:21
232,usr_data_journey_download,2023/5/10 18:21
232,usr_data_chapter_time,2023/5/10 18:21
232,usr_data_game_start,2023/5/10 18:21
232,usr_data_game_end,2023/5/10 18:22
232,usr_data_game_start,2023/5/10 18:22
232,usr_data_AB_Act,2023/5/10 18:22
232,startPreLoad,2023/5/10 18:22
232,preLoadCallback,2023/5/10 18:22
232,usr_data_game_end,2023/5/10 18:23
232,usr_data_game_start,2023/5/10 18:23
232,关闭应用,2023/5/10 18:24
232,SDK监控游戏请求展示广告,2023/5/10 18:26
232,开启应用,2023/5/10 18:26
232,Max实时收益,2023/5/10 18:26
232,SDK关键行为监控,2023/5/10 18:26
232,SDK关键行为监控,2023/5/10 18:26
232,show成功,2023/5/10 18:26
232,SDK监控广告被点击,2023/5/10 18:26
232,SDK监控广告被点击,2023/5/10 18:26
232,SDK监控广告被点击,2023/5/10 18:26
232,SDK监控广告被点击,2023/5/10 18:26
232,SDK监控广告关闭,2023/5/10 18:26
232,usr_data_game_end,2023/5/10 18:27
232,SDK监控游戏请求展示广告,2023/5/10 18:27
232,Max实时收益,2023/5/10 18:27
232,show成功,2023/5/10 18:27
232,SDK监控广告被点击,2023/5/10 18:27
232,SDK监控广告关闭,2023/5/10 18:27
232,travelBtn,2023/5/10 18:28
232,usr_data_chapter_time,2023/5/10 18:28
232,usr_data_game_start,2023/5/10 18:28
232,usr_data_game_end,2023/5/10 18:29
232,usr_data_game_start,2023/5/10 18:30
232,关闭应用,2023/5/10 18:32
232,开启应用,2023/5/10 21:32
232,updateflow,2023/5/10 21:32
232,s_moudle_data_af_conversion_success,2023/5/10 21:32
232,updateflow,2023/5/10 21:32
232,updateflow,2023/5/10 21:32
232,usr_data_type,2023/5/10 21:32
232,广告SDK初始化结果,2023/5/10 21:32
232,travelBtn,2023/5/10 21:32
232,usr_data_game_end,2023/5/10 21:32
232,gameid9,2023/5/10 21:32
232,usr_data_game_die,2023/5/10 21:32
232,SDK监控游戏请求展示广告,2023/5/10 21:32
232,show失败,2023/5/10 21:32
232,usr_data_end_next_click,2023/5/10 21:32
232,usr_data_game_start,2023/5/10 21:32
232,SDK监控游戏请求展示广告,2023/5/10 21:35
232,Max实时收益,2023/5/10 21:35
232,show成功,2023/5/10 21:35
232,关闭应用,2023/5/10 21:36
232,开启应用,2023/5/10 21:36
232,SDK监控广告关闭,2023/5/10 21:36
232,usr_data_ad,2023/5/10 21:36
232,关闭应用,2023/5/10 21:37
232,开启应用,2023/5/10 21:37
232,关闭应用,2023/5/10 21:37
232,开启应用,2023/5/10 21:37
232,关闭应用,2023/5/10 21:37
232,开启应用,2023/5/10 21:37
232,usr_data_game_end,2023/5/10 21:37
232,gameid10,2023/5/10 21:37
232,usr_data_game_die,2023/5/10 21:37
232,SDK监控游戏请求展示广告,2023/5/10 21:37
232,Max实时收益,2023/5/10 21:37
232,show成功,2023/5/10 21:37
232,SDK监控广告被点击,2023/5/10 21:38
232,SDK监控广告被点击,2023/5/10 21:38
232,SDK监控广告关闭,2023/5/10 21:38
232,usr_data_end_next_click,2023/5/10 21:38
232,usr_data_game_start,2023/5/10 21:38
232,关闭应用,2023/5/10 21:41
232,开启应用,2023/5/10 22:46
232,updateflow,2023/5/10 22:46
232,updateflow,2023/5/10 22:46
232,updateflow,2023/5/10 22:46
232,s_moudle_data_af_conversion_success,2023/5/10 22:46
232,usr_data_type,2023/5/10 22:46
232,广告SDK初始化结果,2023/5/10 22:46
232,travelBtn,2023/5/10 22:46
232,usr_data_game_end,2023/5/10 22:46
232,usr_data_game_die,2023/5/10 22:46
232,show失败,2023/5/10 22:46
232,SDK监控游戏请求展示广告,2023/5/10 22:46
232,usr_data_end_next_click,2023/5/10 22:46
232,usr_data_game_start,2023/5/10 22:46
232,关闭应用,2023/5/10 22:48
232,开启应用,2023/5/10 22:50
232,s_moudle_data_af_conversion_success,2023/5/10 22:50
232,updateflow,2023/5/10 22:50
232,updateflow,2023/5/10 22:50
232,updateflow,2023/5/10 22:50
232,usr_data_type,2023/5/10 22:50
232,广告SDK初始化结果,2023/5/10 22:51
232,关闭应用,2023/5/10 22:51
232,开启应用,2023/5/10 22:51
232,关闭应用,2023/5/10 22:51
232,开启应用,2023/5/10 22:51
232,travelBtn,2023/5/10 22:51
232,关闭应用,2023/5/10 22:51
232,开启应用,2023/5/10 22:51
232,usr_data_game_end,2023/5/10 22:51
232,gameid12,2023/5/10 22:51
232,usr_data_game_die,2023/5/10 22:51
232,SDK监控游戏请求展示广告,2023/5/10 22:51
232,show失败,2023/5/10 22:51
232,usr_data_end_next_click,2023/5/10 22:51
232,usr_data_game_start,2023/5/10 22:51
232,关闭应用,2023/5/10 22:52
232,开启应用,2023/5/10 22:53
232,关闭应用,2023/5/10 22:54
232,开启应用,2023/5/10 23:28
232,updateflow,2023/5/10 23:28
232,s_moudle_data_af_conversion_success,2023/5/10 23:28
232,updateflow,2023/5/10 23:28
232,updateflow,2023/5/10 23:28
232,usr_data_type,2023/5/10 23:28
232,广告SDK初始化结果,2023/5/10 23:28
232,travelBtn,2023/5/10 23:28
232,usr_data_chapter_time,2023/5/10 23:28
232,usr_data_game_start,2023/5/10 23:28
232,usr_data_game_end,2023/5/10 23:28
232,SDK监控游戏请求展示广告,2023/5/10 23:28
232,show失败,2023/5/10 23:28
232,usr_data_game_start,2023/5/10 23:28
232,SDK监控游戏请求展示广告,2023/5/10 23:29
232,Max实时收益,2023/5/10 23:29
232,show成功,2023/5/10 23:29
232,SDK监控广告被点击,2023/5/10 23:29
232,SDK监控广告被点击,2023/5/10 23:30
232,SDK监控广告被点击,2023/5/10 23:30
232,SDK监控广告关闭,2023/5/10 23:30
232,usr_data_ad,2023/5/10 23:30
232,usr_data_game_end,2023/5/10 23:31
232,usr_data_game_start,2023/5/10 23:31
232,SDK监控游戏请求展示广告,2023/5/10 23:32
232,Max实时收益,2023/5/10 23:32
232,show成功,2023/5/10 23:32
232,关闭应用,2023/5/10 23:33
232,开启应用,2023/5/10 23:33
232,SDK监控广告关闭,2023/5/10 23:34
232,usr_data_ad,2023/5/10 23:34
232,usr_data_game_end,2023/5/10 23:34
232,SDK监控游戏请求展示广告,2023/5/10 23:34
232,Max实时收益,2023/5/10 23:34
232,show成功,2023/5/10 23:34
232,SDK监控广告被点击,2023/5/10 23:34
232,关闭应用,2023/5/10 23:35
232,SDK监控广告关闭,2023/5/10 23:35
232,开启应用,2023/5/10 23:35
232,usr_data_game_start,2023/5/10 23:35
232,关闭应用,2023/5/10 23:36
233,安装应用,2023/5/10 1:05
233,开启应用,2023/5/10 1:05
233,updateflow,2023/5/10 1:05
233,updateflow,2023/5/10 1:05
233,s_moudle_data_af_deeplink,2023/5/10 1:05
233,updateflow,2023/5/10 1:05
233,usr_data_install,2023/5/10 1:05
233,updateflow,2023/5/10 1:05
233,usr_data_AB,2023/5/10 1:05
233,usr_data_type,2023/5/10 1:05
233,usr_data_guide_1_start,2023/5/10 1:05
233,s_moudle_data_af_conversion_success,2023/5/10 1:05
233,广告SDK初始化结果,2023/5/10 1:05
233,usr_data_guide_1_end,2023/5/10 1:05
233,usr_data_guide_2_start,2023/5/10 1:05
233,usr_data_guide_2_end,2023/5/10 1:05
233,usr_data_guide_3_start,2023/5/10 1:05
233,usr_data_guide_3_end,2023/5/10 1:05
233,usr_data_game_start,2023/5/10 1:05
233,usr_data_game_end,2023/5/10 1:09
233,gameid1,2023/5/10 1:09
233,usr_data_game_die,2023/5/10 1:09
233,topsocre1500,2023/5/10 1:09
233,usr_data_topscore,2023/5/10 1:09
233,关闭应用,2023/5/10 1:10
234,安装应用,2023/5/10 2:55
234,开启应用,2023/5/10 2:55
234,updateflow,2023/5/10 2:55
234,updateflow,2023/5/10 2:55
234,s_moudle_data_af_deeplink,2023/5/10 2:55
234,updateflow,2023/5/10 2:55
234,usr_data_install,2023/5/10 2:55
234,usr_data_AB,2023/5/10 2:55
234,updateflow,2023/5/10 2:55
234,usr_data_type,2023/5/10 2:55
234,广告SDK初始化结果,2023/5/10 2:55
234,usr_data_guide_1_start,2023/5/10 2:55
234,s_moudle_data_af_conversion_success,2023/5/10 2:55
234,usr_data_guide_1_end,2023/5/10 2:55
234,usr_data_guide_2_start,2023/5/10 2:55
234,usr_data_guide_2_end,2023/5/10 2:55
234,usr_data_guide_3_start,2023/5/10 2:55
234,usr_data_guide_3_end,2023/5/10 2:55
234,usr_data_game_start,2023/5/10 2:55
234,usr_data_game_end,2023/5/10 2:57
234,gameid1,2023/5/10 2:57
234,usr_data_game_die,2023/5/10 2:57
234,topsocre700,2023/5/10 2:57
234,usr_data_topscore,2023/5/10 2:57
234,关闭应用,2023/5/10 2:57
235,安装应用,2023/5/10 3:47
235,开启应用,2023/5/10 3:47
235,updateflow,2023/5/10 3:47
235,updateflow,2023/5/10 3:47
235,s_moudle_data_af_deeplink,2023/5/10 3:47
235,updateflow,2023/5/10 3:47
235,usr_data_install,2023/5/10 3:47
235,updateflow,2023/5/10 3:47
235,usr_data_AB,2023/5/10 3:47
235,usr_data_type,2023/5/10 3:47
235,usr_data_guide_1_start,2023/5/10 3:47
235,广告SDK初始化结果,2023/5/10 3:47
235,s_moudle_data_af_conversion_success,2023/5/10 3:47
235,usr_data_guide_1_end,2023/5/10 3:47
235,usr_data_guide_2_start,2023/5/10 3:47
235,usr_data_guide_2_end,2023/5/10 3:47
235,usr_data_guide_3_start,2023/5/10 3:47
235,usr_data_guide_3_end,2023/5/10 3:47
235,usr_data_game_start,2023/5/10 3:47
235,usr_data_game_end,2023/5/10 3:49
235,gameid1,2023/5/10 3:49
235,usr_data_game_die,2023/5/10 3:49
235,topsocre1200,2023/5/10 3:49
235,usr_data_topscore,2023/5/10 3:49
235,usr_data_end_next_click,2023/5/10 3:49
235,usr_data_game_start,2023/5/10 3:49
235,usr_data_game_end,2023/5/10 3:51
235,gameid2,2023/5/10 3:51
235,usr_data_game_die,2023/5/10 3:51
235,topsocre1500,2023/5/10 3:51
235,usr_data_topscore,2023/5/10 3:51
235,usr_data_end_next_click,2023/5/10 3:52
235,usr_data_game_start,2023/5/10 3:52
235,usr_data_game_end,2023/5/10 3:53
235,gameid3,2023/5/10 3:53
235,usr_data_game_die,2023/5/10 3:53
235,usr_data_end_next_click,2023/5/10 3:53
235,usr_data_game_start,2023/5/10 3:53
235,usr_data_show_comment,2023/5/10 3:53
235,usr_data_close_comment,2023/5/10 3:53
235,usr_data_game_end,2023/5/10 3:56
235,gameid4,2023/5/10 3:56
235,usr_data_game_die,2023/5/10 3:56
235,usr_data_topscore,2023/5/10 3:56
235,SDK监控游戏请求展示广告,2023/5/10 3:56
235,Max实时收益,2023/5/10 3:56
235,show成功,2023/5/10 3:56
235,SDK监控广告关闭,2023/5/10 3:56
235,usr_data_end_next_click,2023/5/10 3:57
235,usr_data_game_start,2023/5/10 3:57
235,usr_data_game_end,2023/5/10 4:01
235,SDK关键行为监控,2023/5/10 4:01
235,gameid5,2023/5/10 4:01
235,usr_data_game_die,2023/5/10 4:01
235,SDK监控游戏请求展示广告,2023/5/10 4:01
235,Max实时收益,2023/5/10 4:01
235,show成功,2023/5/10 4:01
235,SDK监控广告被点击,2023/5/10 4:01
235,关闭应用,2023/5/10 4:01
236,安装应用,2023/5/10 0:05
236,开启应用,2023/5/10 0:05
236,updateflow,2023/5/10 0:05
236,updateflow,2023/5/10 0:05
236,s_moudle_data_af_deeplink,2023/5/10 0:05
236,updateflow,2023/5/10 0:05
236,usr_data_install,2023/5/10 0:05
236,usr_data_AB,2023/5/10 0:05
236,updateflow,2023/5/10 0:05
236,usr_data_type,2023/5/10 0:05
236,usr_data_guide_1_start,2023/5/10 0:06
236,s_moudle_data_af_conversion_success,2023/5/10 0:06
236,广告SDK初始化结果,2023/5/10 0:06
236,关闭应用,2023/5/10 0:06
236,开启应用,2023/5/10 0:06
236,usr_data_guide_1_end,2023/5/10 0:06
236,usr_data_guide_2_start,2023/5/10 0:06
236,usr_data_guide_2_end,2023/5/10 0:06
236,usr_data_guide_3_start,2023/5/10 0:06
236,usr_data_guide_3_end,2023/5/10 0:06
236,usr_data_game_start,2023/5/10 0:06
236,usr_data_game_end,2023/5/10 0:09
236,gameid1,2023/5/10 0:09
236,usr_data_game_die,2023/5/10 0:09
236,usr_data_topscore,2023/5/10 0:09
236,topsocre1200,2023/5/10 0:09
236,usr_data_end_next_click,2023/5/10 0:09
236,usr_data_game_start,2023/5/10 0:09
236,usr_data_game_end,2023/5/10 0:14
236,gameid2,2023/5/10 0:14
236,usr_data_game_die,2023/5/10 0:14
236,usr_data_end_next_click,2023/5/10 0:14
236,usr_data_game_start,2023/5/10 0:14
236,关闭应用,2023/5/10 0:16
236,开启应用,2023/5/10 0:20
236,关闭应用,2023/5/10 0:20
236,开启应用,2023/5/10 0:27
236,usr_data_game_end,2023/5/10 0:28
236,gameid3,2023/5/10 0:28
236,usr_data_game_die,2023/5/10 0:28
236,usr_data_end_next_click,2023/5/10 0:28
236,usr_data_game_start,2023/5/10 0:28
236,usr_data_show_comment,2023/5/10 0:28
236,usr_data_close_comment,2023/5/10 0:29
236,usr_data_game_end,2023/5/10 0:31
236,gameid4,2023/5/10 0:31
236,usr_data_game_die,2023/5/10 0:31
236,SDK监控游戏请求展示广告,2023/5/10 0:31
236,Max实时收益,2023/5/10 0:31
236,show成功,2023/5/10 0:31
236,SDK监控广告关闭,2023/5/10 0:32
236,usr_data_end_next_click,2023/5/10 0:32
236,usr_data_game_start,2023/5/10 0:32
236,usr_data_game_end,2023/5/10 0:35
236,gameid5,2023/5/10 0:35
236,SDK关键行为监控,2023/5/10 0:35
236,usr_data_game_die,2023/5/10 0:35
236,topsocre1500,2023/5/10 0:35
236,usr_data_topscore,2023/5/10 0:35
236,SDK监控游戏请求展示广告,2023/5/10 0:35
236,Max实时收益,2023/5/10 0:36
236,show成功,2023/5/10 0:36
236,SDK监控广告被点击,2023/5/10 0:36
236,SDK监控广告被点击,2023/5/10 0:36
236,SDK监控广告被点击,2023/5/10 0:36
236,SDK监控广告关闭,2023/5/10 0:36
236,usr_data_end_next_click,2023/5/10 0:37
236,usr_data_game_start,2023/5/10 0:37
236,SDK监控游戏请求展示广告,2023/5/10 0:40
236,Max实时收益,2023/5/10 0:40
236,show成功,2023/5/10 0:40
236,SDK监控广告关闭,2023/5/10 0:41
236,usr_data_ad,2023/5/10 0:41
236,SDK监控游戏请求展示广告,2023/5/10 0:41
236,Max实时收益,2023/5/10 0:42
236,show成功,2023/5/10 0:42
236,SDK监控广告被点击,2023/5/10 0:42
236,SDK监控广告被点击,2023/5/10 0:42
236,SDK监控广告被点击,2023/5/10 0:42
236,关闭应用,2023/5/10 0:43
236,开启应用,2023/5/10 0:43
236,SDK监控广告关闭,2023/5/10 0:43
236,usr_data_ad,2023/5/10 0:43
236,usr_data_game_end,2023/5/10 0:43
236,usr_data_game_die,2023/5/10 0:43
236,SDK监控游戏请求展示广告,2023/5/10 0:43
236,Max实时收益,2023/5/10 0:43
236,show成功,2023/5/10 0:43
236,SDK监控广告被点击,2023/5/10 0:43
236,SDK监控广告关闭,2023/5/10 0:43
236,usr_data_end_next_click,2023/5/10 0:43
236,usr_data_game_start,2023/5/10 0:43
236,usr_data_game_end,2023/5/10 0:47
236,SDK关键行为监控,2023/5/10 0:47
236,SDK关键行为监控,2023/5/10 0:47
236,usr_data_game_die,2023/5/10 0:47
236,SDK监控游戏请求展示广告,2023/5/10 0:47
236,Max实时收益,2023/5/10 0:47
236,show成功,2023/5/10 0:47
236,关闭应用,2023/5/10 0:47
237,安装应用,2023/5/10 19:07
237,开启应用,2023/5/10 19:07
237,updateflow,2023/5/10 19:07
237,updateflow,2023/5/10 19:07
237,s_moudle_data_af_deeplink,2023/5/10 19:07
237,updateflow,2023/5/10 19:07
237,usr_data_install,2023/5/10 19:07
237,usr_data_AB,2023/5/10 19:07
237,updateflow,2023/5/10 19:07
237,usr_data_type,2023/5/10 19:07
237,广告SDK初始化结果,2023/5/10 19:07
237,usr_data_guide_1_start,2023/5/10 19:07
237,s_moudle_data_af_conversion_success,2023/5/10 19:07
237,usr_data_guide_1_end,2023/5/10 19:07
237,usr_data_guide_2_start,2023/5/10 19:07
237,usr_data_guide_2_end,2023/5/10 19:07
237,usr_data_guide_3_start,2023/5/10 19:07
237,usr_data_guide_3_end,2023/5/10 19:07
237,usr_data_game_start,2023/5/10 19:07
237,关闭应用,2023/5/10 19:08
237,开启应用,2023/5/10 19:08
237,usr_data_game_end,2023/5/10 19:14
237,gameid1,2023/5/10 19:14
237,usr_data_game_die,2023/5/10 19:14
237,topsocre1500,2023/5/10 19:14
237,usr_data_topscore,2023/5/10 19:14
237,usr_data_end_next_click,2023/5/10 19:14
237,usr_data_game_start,2023/5/10 19:14
237,usr_data_game_end,2023/5/10 19:19
237,gameid2,2023/5/10 19:19
237,usr_data_game_die,2023/5/10 19:19
237,usr_data_end_next_click,2023/5/10 19:19
237,usr_data_game_start,2023/5/10 19:19
237,usr_data_game_end,2023/5/10 19:22
237,gameid3,2023/5/10 19:22
237,usr_data_game_die,2023/5/10 19:22
237,usr_data_end_next_click,2023/5/10 19:22
237,usr_data_game_start,2023/5/10 19:22
237,usr_data_game_end,2023/5/10 19:26
237,gameid4,2023/5/10 19:26
237,usr_data_game_die,2023/5/10 19:26
237,SDK监控游戏请求展示广告,2023/5/10 19:26
237,Max实时收益,2023/5/10 19:26
237,show成功,2023/5/10 19:26
237,关闭应用,2023/5/10 19:26
238,安装应用,2023/5/10 4:20
238,开启应用,2023/5/10 4:20
238,updateflow,2023/5/10 4:20
238,updateflow,2023/5/10 4:20
238,s_moudle_data_af_deeplink,2023/5/10 4:21
238,updateflow,2023/5/10 4:21
238,usr_data_install,2023/5/10 4:21
238,usr_data_AB,2023/5/10 4:21
238,updateflow,2023/5/10 4:21
238,usr_data_type,2023/5/10 4:21
238,usr_data_guide_1_start,2023/5/10 4:21
238,广告SDK初始化结果,2023/5/10 4:21
238,s_moudle_data_af_conversion_success,2023/5/10 4:21
238,usr_data_guide_1_end,2023/5/10 4:21
238,usr_data_guide_2_start,2023/5/10 4:21
238,usr_data_guide_2_end,2023/5/10 4:21
238,usr_data_guide_3_start,2023/5/10 4:21
238,usr_data_game_start,2023/5/10 4:21
238,usr_data_guide_3_end,2023/5/10 4:21
238,usr_data_game_end,2023/5/10 4:30
238,gameid1,2023/5/10 4:30
238,usr_data_game_die,2023/5/10 4:30
238,usr_data_topscore,2023/5/10 4:30
238,topsocre1500,2023/5/10 4:30
238,usr_data_end_next_click,2023/5/10 4:30
238,usr_data_game_start,2023/5/10 4:30
238,usr_data_game_end,2023/5/10 4:34
238,gameid2,2023/5/10 4:34
238,usr_data_game_die,2023/5/10 4:34
238,关闭应用,2023/5/10 4:34
239,安装应用,2023/5/10 18:18
239,开启应用,2023/5/10 18:18
239,updateflow,2023/5/10 18:18
239,updateflow,2023/5/10 18:18
239,s_moudle_data_af_deeplink,2023/5/10 18:18
239,updateflow,2023/5/10 18:18
239,usr_data_install,2023/5/10 18:18
239,usr_data_AB,2023/5/10 18:18
239,updateflow,2023/5/10 18:18
239,usr_data_type,2023/5/10 18:18
239,usr_data_guide_1_start,2023/5/10 18:18
239,s_moudle_data_af_conversion_success,2023/5/10 18:18
239,广告SDK初始化结果,2023/5/10 18:18
239,usr_data_guide_1_end,2023/5/10 18:18
239,usr_data_guide_2_start,2023/5/10 18:18
239,usr_data_guide_2_end,2023/5/10 18:18
239,usr_data_guide_3_start,2023/5/10 18:18
239,usr_data_guide_3_end,2023/5/10 18:18
239,usr_data_game_start,2023/5/10 18:18
239,usr_data_game_end,2023/5/10 18:24
239,gameid1,2023/5/10 18:24
239,usr_data_game_die,2023/5/10 18:24
239,topsocre1500,2023/5/10 18:24
239,usr_data_topscore,2023/5/10 18:24
239,usr_data_end_next_click,2023/5/10 18:24
239,usr_data_game_start,2023/5/10 18:24
239,关闭应用,2023/5/10 18:25
239,开启应用,2023/5/10 18:25
239,usr_data_game_end,2023/5/10 18:27
239,gameid2,2023/5/10 18:27
239,usr_data_game_die,2023/5/10 18:27
239,usr_data_end_next_click,2023/5/10 18:27
239,usr_data_game_start,2023/5/10 18:27
239,关闭应用,2023/5/10 18:29
239,开启应用,2023/5/10 18:32
239,关闭应用,2023/5/10 18:36
239,开启应用,2023/5/10 18:36
239,usr_data_game_end,2023/5/10 18:37
239,gameid3,2023/5/10 18:37
239,usr_data_game_die,2023/5/10 18:37
239,usr_data_end_next_click,2023/5/10 18:37
239,usr_data_game_start,2023/5/10 18:37
239,usr_data_game_end,2023/5/10 18:41
239,gameid4,2023/5/10 18:41
239,usr_data_game_die,2023/5/10 18:41
239,SDK监控游戏请求展示广告,2023/5/10 18:41
239,Max实时收益,2023/5/10 18:41
239,show成功,2023/5/10 18:41
239,SDK监控广告关闭,2023/5/10 18:42
239,关闭应用,2023/5/10 18:43
239,开启应用,2023/5/10 18:43
239,usr_data_end_next_click,2023/5/10 18:43
239,usr_data_game_start,2023/5/10 18:43
239,usr_data_game_end,2023/5/10 18:48
239,gameid5,2023/5/10 18:48
239,SDK关键行为监控,2023/5/10 18:48
239,usr_data_game_die,2023/5/10 18:48
239,SDK监控游戏请求展示广告,2023/5/10 18:48
239,Max实时收益,2023/5/10 18:48
239,show成功,2023/5/10 18:48
239,SDK监控广告关闭,2023/5/10 18:49
239,usr_data_end_next_click,2023/5/10 18:49
239,usr_data_game_start,2023/5/10 18:49
239,usr_data_game_end,2023/5/10 18:52
239,usr_data_game_die,2023/5/10 18:52
239,SDK监控游戏请求展示广告,2023/5/10 18:52
239,Max实时收益,2023/5/10 18:52
239,show成功,2023/5/10 18:52
239,SDK监控广告被点击,2023/5/10 18:52
239,SDK监控广告被点击,2023/5/10 18:53
239,SDK监控广告关闭,2023/5/10 18:53
239,usr_data_end_next_click,2023/5/10 18:53
239,usr_data_game_start,2023/5/10 18:53
239,关闭应用,2023/5/10 18:56
240,安装应用,2023/5/10 22:08
240,开启应用,2023/5/10 22:08
240,updateflow,2023/5/10 22:08
240,s_moudle_data_af_deeplink,2023/5/10 22:08
240,updateflow,2023/5/10 22:08
240,updateflow,2023/5/10 22:08
240,usr_data_install,2023/5/10 22:08
240,usr_data_AB,2023/5/10 22:08
240,updateflow,2023/5/10 22:08
240,usr_data_type,2023/5/10 22:08
240,广告SDK初始化结果,2023/5/10 22:08
240,puzzle_download_fail,2023/5/10 22:08
240,usr_data_guide_1_start,2023/5/10 22:08
240,s_moudle_data_af_conversion_success,2023/5/10 22:08
240,关闭应用,2023/5/10 22:08
240,开启应用,2023/5/10 22:08
240,usr_data_guide_1_end,2023/5/10 22:09
240,usr_data_guide_2_start,2023/5/10 22:09
240,usr_data_guide_2_end,2023/5/10 22:09
240,usr_data_guide_3_start,2023/5/10 22:09
240,usr_data_guide_3_end,2023/5/10 22:10
240,usr_data_game_start,2023/5/10 22:10
240,usr_data_game_end,2023/5/10 22:10
240,gameid1,2023/5/10 22:10
240,usr_data_game_die,2023/5/10 22:10
240,usr_data_topscore,2023/5/10 22:10
240,usr_data_end_next_click,2023/5/10 22:10
240,usr_data_game_start,2023/5/10 22:10
240,关闭应用,2023/5/10 22:11
241,安装应用,2023/5/10 15:45
241,开启应用,2023/5/10 15:46
241,updateflow,2023/5/10 15:46
241,updateflow,2023/5/10 15:46
241,s_moudle_data_af_deeplink,2023/5/10 15:46
241,updateflow,2023/5/10 15:46
241,usr_data_install,2023/5/10 15:46
241,updateflow,2023/5/10 15:46
241,usr_data_AB,2023/5/10 15:46
241,usr_data_type,2023/5/10 15:46
241,usr_data_guide_1_start,2023/5/10 15:46
241,广告SDK初始化结果,2023/5/10 15:46
241,s_moudle_data_af_conversion_success,2023/5/10 15:46
241,usr_data_guide_1_end,2023/5/10 15:46
241,usr_data_guide_2_start,2023/5/10 15:46
241,usr_data_guide_2_end,2023/5/10 15:46
241,usr_data_guide_3_start,2023/5/10 15:46
241,usr_data_guide_3_end,2023/5/10 15:46
241,usr_data_game_start,2023/5/10 15:46
241,usr_data_game_end,2023/5/10 15:49
241,SDK监控游戏请求展示广告,2023/5/10 15:49
241,Max实时收益,2023/5/10 15:49
241,show成功,2023/5/10 15:49
241,关闭应用,2023/5/10 15:49
241,开启应用,2023/5/10 17:52
241,updateflow,2023/5/10 17:52
241,updateflow,2023/5/10 17:52
241,updateflow,2023/5/10 17:52
241,s_moudle_data_af_conversion_success,2023/5/10 17:52
241,usr_data_type,2023/5/10 17:52
241,广告SDK初始化结果,2023/5/10 17:52
241,usr_data_game_end,2023/5/10 17:55
241,gameid1,2023/5/10 17:55
241,usr_data_game_die,2023/5/10 17:55
241,usr_data_topscore,2023/5/10 17:55
241,topsocre1500,2023/5/10 17:55
241,关闭应用,2023/5/10 17:55
241,开启应用,2023/5/10 17:56
241,usr_data_end_next_click,2023/5/10 17:56
241,usr_data_game_start,2023/5/10 17:56
241,travelBtn,2023/5/10 17:56
241,usr_data_game_start,2023/5/10 17:56
241,usr_data_game_end,2023/5/10 18:00
241,gameid2,2023/5/10 18:00
241,usr_data_topscore,2023/5/10 18:00
241,usr_data_game_die,2023/5/10 18:00
241,关闭应用,2023/5/10 18:00
241,开启应用,2023/5/10 21:10
241,usr_data_end_next_click,2023/5/10 21:10
241,usr_data_game_start,2023/5/10 21:10
241,usr_data_game_end,2023/5/10 21:13
241,gameid3,2023/5/10 21:13
241,usr_data_game_die,2023/5/10 21:13
241,usr_data_end_next_click,2023/5/10 21:13
241,usr_data_game_start,2023/5/10 21:13
241,usr_data_game_end,2023/5/10 21:17
241,gameid4,2023/5/10 21:17
241,usr_data_game_die,2023/5/10 21:17
241,usr_data_end_next_click,2023/5/10 21:17
241,usr_data_game_start,2023/5/10 21:17
241,travelBtn,2023/5/10 21:17
241,usr_data_journey_download,2023/5/10 21:17
241,usr_data_journey_download,2023/5/10 21:17
241,usr_data_journey_download,2023/5/10 21:17
241,usr_data_chapter_time,2023/5/10 21:17
241,usr_data_game_start,2023/5/10 21:17
241,usr_data_game_end,2023/5/10 21:19
241,usr_data_game_start,2023/5/10 21:19
241,usr_data_AB_Act,2023/5/10 21:19
241,startPreLoad,2023/5/10 21:19
241,preLoadCallback,2023/5/10 21:19
241,usr_data_game_end,2023/5/10 21:22
241,usr_data_game_start,2023/5/10 21:22
241,usr_data_game_end,2023/5/10 21:24
241,SDK监控游戏请求展示广告,2023/5/10 21:24
241,Max实时收益,2023/5/10 21:24
241,show成功,2023/5/10 21:24
241,SDK监控广告关闭,2023/5/10 21:25
241,usr_data_game_start,2023/5/10 21:25
241,usr_data_game_end,2023/5/10 21:28
241,usr_data_show_comment,2023/5/10 21:28
241,usr_data_close_comment,2023/5/10 21:28
241,usr_data_game_start,2023/5/10 21:28
241,usr_data_game_end,2023/5/10 21:32
241,SDK监控游戏请求展示广告,2023/5/10 21:32
241,Max实时收益,2023/5/10 21:32
241,show成功,2023/5/10 21:32
241,SDK监控广告被点击,2023/5/10 21:33
241,SDK监控广告关闭,2023/5/10 21:33
241,usr_data_game_start,2023/5/10 21:33
241,usr_data_game_end,2023/5/10 21:35
241,usr_data_game_start,2023/5/10 21:35
241,关闭应用,2023/5/10 21:36
241,开启应用,2023/5/10 22:16
241,updateflow,2023/5/10 22:16
241,updateflow,2023/5/10 22:16
